l,/,1,0,0
k,g,/,1,0,0
k,g,/,h
s,f,c
26.080261576649765,22.0639012938457,5.930986800178993,0.6264684990292687
26.243951690292015,22.202383129987044,6.121514205839278,0.6298307160700969
26.40772763650388,22.34093758048228,6.313974501912486,0.6331744194465848
26.57160644003675,22.479579048271088,6.508373362547051,0.6364998388559475
26.735604789875676,22.618321652234822,6.7047167754838854,0.6398071976080265
26.899739030911533,22.757179220151155,6.903011030112508,0.6430967124054181
27.064025155666886,22.896165281694184,7.103262705249402,0.6463685931284087
27.228478795969778,23.03529306139043,7.305478656612386,0.6496230426222583
27.39311521447606,23.174575471446747,7.509666003961662,0.6528602564845557
26.67114858506944,22.563791702968743,7.467540587411076,0.6349680904658236
26.888783082723922,22.747910487984438,7.685544043440447,0.639445220524315
27.10670490248372,22.932272347501225,7.90617389504327,0.643904728444285
27.324927069855207,23.116888301097504,8.129439052552613,0.6483466793318398
27.543462670705026,23.301769419416452,8.355348748962173,0.6527711418136761
27.762324829143537,23.486926805455433,8.583912534850963,0.6571781874779653
27.98152668599997,23.672371576355975,8.815140272719212,0.6615678903320755
28.201081377806556,23.858114845624346,9.049042130733222,0.6659403262753131
28.421002016210426,24.04416770571402,9.285628575873353,0.6702955725848776
28.641301667736897,24.230541210905415,9.52491036647733,0.6746337074133759
28.86199333382905,24.417246360419377,9.766898544167738,0.6789548092962594
29.08308993109217,24.604294081703976,10.011604425150486,0.6832589566676542
29.083089931092193,24.604294081703994,10.011604425150505,0.6832589566676546
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.60544800952176,18.278209016055406,3.4728597130505277,0.6758838685518577
21.68396782036723,18.344636776030676,3.5772041713259823,0.6779312921071466
21.763061960035795,18.41155041819028,3.682310083638057,0.6799835533498582
21.842740260544893,18.478958260420978,3.7881864433863015,0.6820408540410834
21.92301260768225,18.546868666099183,3.8948424198808294,0.6841033966427774
22.003888946963727,18.615290049131314,4.002287360563233,0.6861713844697144
22.08537928968294,18.684230879071766,4.110530793395791,0.6882450218435178
22.16749371904623,18.753699686313112,4.219582429420452,0.6903245142485088
22.250242396389286,18.823705067345337,4.329452165489429,0.6924100684891973
21.43079371357863,18.13045148168752,4.26065609819657,0.6664265096641794
21.537758718764444,18.22094387607472,4.373026530257936,0.6692576833719257
21.644839633651568,18.311534330069225,4.486325910866963,0.6720778223826354
21.75204251006025,18.40222796351097,4.600556990877745,0.6748870079482888
21.859373327757552,18.49302983528289,4.71572260799714,0.6776853198602057
21.966837994170856,18.583944943068545,4.831825685197826,0.6804728364333985
22.07444234413624,18.67497822313926,4.948869229131908,0.6832496344924243
22.182192139672217,18.766134550162697,5.066856328543932,0.6860157893584321
22.290093069770375,18.857418737025736,5.185790152682082,0.6887713748371442
22.39815075019493,18.94883553466491,5.305673949706179,0.6915164632075249
22.506370723283933,19.040389631898208,5.426511045090994,0.6942511252109083
22.614758457744898,19.132085655252183,5.548304840023139,0.6969754300403672
22.723319348438917,19.223928168779324,5.671058809789907,0.6996894453301407
22.83205871614637,19.31592167385983,5.794776502157955,0.7023932371449101
22.940981807309058,19.40807060898346,5.919461535739962,0.7050868699687726
23.05009379374257,19.50037934950621,6.045117598346932,0.7077704066937229
23.159399772313737,19.592852207377423,6.171748445323894,0.7104439086074958
23.268904764577737,19.685493430832764,6.299357897866493,0.7131074353806096
22.879227397465208,19.355826378255564,6.2906435729330665,0.7004718034472727
23.010370312163076,19.46677328408996,6.424035183749695,0.7037800701255925
23.14182635638338,19.57798509750034,6.558625007662614,0.7070804527498153
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.03883602748584,19.49085527925302,2.5825383245010247,0.6081246918466878
23.072192587965063,19.51907492941844,2.7082716464568084,0.6087323150524638
23.107828778961792,19.549223147001676,2.834637356315243,0.609386936731791
23.14572797095031,19.58128586342396,2.9616694868428737,0.6100880120313354
23.19300228989551,19.6212799372516,3.090351590117126,0.6110227994269737
23.28540780281096,19.69945500117807,3.225785756442908,0.6131323839216556
24.208960452964227,20.480780543207736,3.481732692345314,0.6371001212468161
24.27529931589644,20.536903221248387,3.6196291927450264,0.6384817277115619
24.342866441784082,20.594065009749333,3.758416864279251,0.6398808844178386
24.411656926899138,20.65226176015667,3.8981144072295697,0.6412973451937098
24.481665956614616,20.711489399295964,4.03874043286271,0.6427308646641886
24.55288879935517,20.771743924254473,4.1803134647562095,0.6441811981404713
24.62532080151825,20.833021398084437,4.322851940102518,0.6456481015348151
24.69895738316681,20.89531794615912,4.466374210991509,0.6471313312957768
24.773794034340757,20.95862975305228,4.610898545671497,0.6486306443597407
24.84982631186834,21.022953059840617,4.756443129788935,0.6501457981155755
24.84982631186834,21.022953059840617,4.756443129788939,0.6501457981155754
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
55.80769475235492,47.21330976049226,7.55412956167876,0.5309153788091364
55.63581793968556,47.06790197697398,8.472222355855315,0.5289375336716802
50.78275917758949,42.96221426424071,8.592442852848139,0.4824496643161316
50.97016541954534,43.12075994493536,9.486567187885775,0.48384332663944474
51.092826861955984,43.224531525214765,10.37388756605154,0.4845838230440923
51.168674914550856,43.28869897771002,11.255061734204602,0.4848426027133072
45.78106481068047,38.73078082983567,10.844618632353987,0.43334876767536334
46.275236005996014,39.148849661072624,11.744654898321786,0.4375452173014715
46.728885873841726,39.5326374492701,12.65044398376643,0.44131633683489646
47.1390449701231,39.87963204472414,13.559074895206205,0.44463475702873806
40.42448342252816,34.199112975458824,12.311680671165176,0.38079659044032055
40.9790445832236,34.668271717407166,13.173943252614718,0.3854822322085725
41.51248227219483,35.11956000227683,14.047824000910728,0.3899270456556947
42.0225422420218,35.55107073675044,14.931449709435181,0.39410994590470283
42.022542242021814,35.551070736750454,14.931449709435187,0.3941099459047029
20.05840541879051,16.969410984296772,6.882038899187022,0.8954856020680095
20.143260729985105,17.0411985775674,6.958489419173352,0.8983656679838261
20.228277338768283,17.113122628597967,7.035394858423606,0.9012409021878607
20.31345633075075,17.185184055815135,7.112756734212372,0.904111308365215
20.398798793613082,17.257383779396665,7.190576574748608,0.9069768904771164
20.484305817060452,17.329722721233143,7.268855919183897,0.9098376527572277
20.56997849277766,17.402201804889902,7.347596317620175,0.9126935997079639
20.655817914384727,17.474821955569478,7.4267993311170235,0.9155447360968311
20.741825177392677,17.547584100074204,7.506466531698404,0.9183910669527667
20.82800137915985,17.620489166769232,7.586599502358969,0.9212325975625021
20.88748852872309,17.670815295299732,7.6573532946298775,0.9228826045303156
20.98507501478723,17.753373462509998,7.7424434267057425,0.9262043684451977
21.083456715851373,17.83660438161026,7.828287478595606,0.9295477723370823
21.18262942342741,17.92050449221959,7.914889484063644,0.9329124929700598
21.39171358353325,18.09738969166913,8.043284307408493,0.9410989966088532
21.501448331204692,18.19022528819917,8.135072976111285,0.9448953371433123
21.593768280923083,18.268327965660927,8.220747584547407,0.9479125055528078
21.68628070392347,18.346593475519253,8.306929823637875,0.9509250631407797
21.77898675163052,18.425022791879417,8.39362149407839,0.9539330143702656
21.87188757726958,18.503616890370065,8.480824408086269,0.9569363639503196
21.96498433581707,18.582376748101243,8.568540389402227,0.9599351168321663
22.05827818395108,18.661303343622613,8.65677127329159,0.9629292782053677
22.15177028000201,18.7403976568817,8.745518906544781,0.9659188534939904
22.24546178390389,18.819660669182692,8.834785147477417,0.9689038483528076
22.339353857145024,18.89909336314469,8.92457186592942,0.97188426866347
22.43344766271977,18.978696722660928,9.014880943263925,0.9748601205307336
22.52774436507963,19.058471732857367,9.105714272365171,0.9778314102786562
22.622245130085165,19.13841938005205,9.197073757636106,0.980798144446838
22.716951124957337,19.218540651713905,9.288961314995037,0.983760329786639
22.811863518229497,19.298836536422154,9.381378871871863,0.9867179732574286
22.90698347969926,19.379308023825573,9.474328367203595,0.9896710820228382
23.002312180380336,19.459956104601766,9.567811751429183,0.9926196634470148
23.097850792454526,19.54078177041653,9.661830986483709,0.9955637250908892
23.19360048922392,19.621786013883433,9.75638804579202,0.9985032747084603
23.289562445062536,19.702969828522907,9.851484914261432,1.0014383202430603
23.385737835368882,19.784334208722075,9.947123588274131,1.004368869823668
23.385737835368925,19.78433420872211,9.947123588274172,1.0043688698236697
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
35.51330855839778,30.044259040404523,4.25426708012128,0.590601914785931
35.46984873707953,30.00749203156928,4.573141785611157,0.5895673309669356
35.51996955501549,30.049894243543108,4.9041427405462334,0.5900655780466871
35.621342868871594,30.135656067065366,5.243604155669372,0.591391252969901
35.262756718531044,29.83229218387726,5.5130075955805165,0.5850609417772344
35.375840537506974,29.9279610947309,5.853909190129362,0.5865367159103758
35.48493359165551,30.020253818540564,6.19618038814677,0.5879215940462045
35.59022091116188,30.109326890842947,6.539745800691086,0.5892186750811088
35.69184331907833,30.19529944794027,6.8845282741303775,0.5904303378225387
35.78989683961446,30.27825272631383,7.230446751043739,0.5915582330171026
34.29309924093106,29.01196195782768,7.241385704673785,0.5663236605922347
34.50904691554264,29.194653690549075,7.602287821018977,0.569371121995064
34.723074235431504,29.375720803175053,7.96669548182107,0.5723593395146226
34.935283615079314,29.555249938357097,8.334580482616698,0.5752898230108838
35.1457646553933,29.733316898462732,8.705915187869884,0.5781638790403837
35.35459371994233,29.90998628707121,9.080671836754817,0.5809826043904603
35.56183341123374,30.085311065903745,9.458821799120136,0.5837468781322038
35.767531931137626,30.25933201374243,9.840334770869038,0.5864573519484874
34.401389461871425,29.103575484743224,9.778801362873725,0.5633968555063914
34.73108281341732,29.382496060151055,10.189849633660385,0.5681090768382593
35.05957780797547,29.660402825547248,10.606560050415696,0.5727684818779564
35.386920663382355,29.93733488122147,11.028914170241991,0.5773754888065129
35.713151809252025,30.213326430627212,11.456893382493842,0.5819304313496134
36.0383052233666,30.48840621896814,11.89047842539758,0.5864335483917749
36.36240773311325,30.76259694221381,12.329648854439299,0.590884973157259
36.685478273418006,31.035914619311633,12.774382457308674,0.595284721831581
37.007527092264404,31.308367920055684,13.224654609431528,0.5996326814935399
37.32855489438943,31.579957440653455,13.680437563291083,0.6039285972218266
37.64855191311436,31.850674918494747,14.141699663811675,0.6081720582324117
34.10994938670656,28.85701718115375,13.124171413988732,0.5501456509786372
34.467816031499304,29.15977236264841,13.576790012049107,0.5550262517439352
34.823209263904076,29.460435037262847,14.034951251752029,0.559830432481911
35.17595304428598,29.75885627546594,14.498514777407017,0.5645552023109927
35.525863605290006,30.054880610075344,14.967330543817534,0.5691974841296116
35.87274864276636,30.348345351780342,15.441238114985849,0.5737541035444467
36.21640648088391,30.639079882827787,15.920065907117332,0.5782217775527968
36.55662520728958,30.926904925366983,16.40363037241466,0.5825971029248497
33.40708239015667,28.262391702072538,15.295606389161671,0.5314215831543334
33.75929553272063,28.56036402068165,15.765320939416286,0.5360160533727845
34.11056508476264,28.857538061709192,16.241022421129948,0.5405583315672445
34.46077600309453,29.15381649861797,16.722629143607286,0.5450463932122667
34.80980848184518,29.44909797564102,17.210052856964626,0.5494781661658367
35.15753749823648,29.74327672350806,17.70319830583201,0.5538515247376026
35.503832345470244,30.036242164267826,18.20196275154632,0.5581642836534142
35.8485561510166,30.327878503760044,18.706235461119213,0.5624141918954271
36.1915653785464,30.618064310250254,19.215897161113077,0.5665989263967302
36.53270931169485,30.906672077693845,19.73081945439977,0.5707160855690767
36.87182951777913,31.193567772041146,20.250864197609133,0.5747631826418147
37.2087592895177,31.478610358931974,20.775882836895125,0.5787376387895056
37.54332306271591,31.761651311057662,21.30571569945748,0.5826367760250158
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
23.175412838864204,19.606399261679115,8.195474891381869,0.8139992839663657
23.310266063258656,19.72048508951682,8.322044707776097,0.8177691286366878
23.445222389557866,19.834658141565953,8.449564368307094,0.8215244679079241
23.58028027834712,19.948917115481663,8.578034359657115,0.8252651732691735
23.715438177547785,20.063260698205426,8.707455143021152,0.8289911173639853
22.740802545881508,19.238718953815756,8.426558901771298,0.7939523815799058
22.75960861061585,19.25462888458101,8.510545966984804,0.7936320438224407
23.073570422548165,19.520240577475747,8.706027297554181,0.8035830236612337
23.20601761546345,19.632290902682076,8.83453090620693,0.8071865900642358
23.33714658110136,19.74322600761175,8.963424607455732,0.8107263455778286
23.468320973853352,19.854199543879936,9.093223391097006,0.8142497256081247
23.599538044923104,19.965209186004945,9.223926643934282,0.8177565797092793
23.730795022770312,20.076252589263685,9.355533706596873,0.821246758512504
23.862089111889926,20.187327388658876,9.488043872669667,0.8247201136935641
23.993417491594244,20.29843119788873,9.621456387799252,0.8281764979404456
24.12477731479805,20.409561608319148,9.755770448776548,0.8316157649212113
24.25616570680537,20.52071618795734,9.890985202595433,0.8350377692519999
24.387579764098277,20.63189248042714,10.027099745487584,0.8384423664651907
24.519016553127376,20.743088003945758,10.164113121933417,0.8418294129777227
24.650473109102933,20.85430025030108,10.302024323648727,0.8451987660595458
24.781946434786715,20.96552668382956,10.440832288547114,0.8485502838022055
24.91343349928453,21.07676474039471,10.58053589967814,0.8518838250875714
25.04493123683824,21.188011826365152,10.72113398414076,0.8551992495566687
25.176436545617385,21.299265317592308,10.86262531197207,0.8584964175786302
25.307946286510425,21.410522558387818,11.00500859501133,0.8617751902197684
25.43945728191422,21.52178086049943,11.148282485738696,0.8650354292127316
25.570966314522444,21.633037502085987,11.292445576088877,0.8682769969257692
24.483696870677136,20.713207552592856,10.895147172663833,0.8301745222233042
24.60775440233787,20.818160224377838,11.033624918920246,0.8331857034964683
24.731727369694408,20.92304135476147,11.172904083442615,0.8361763492652008
24.73172736969445,20.923041354761505,11.172904083442642,0.8361763492652021
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
42.8788095766892,36.27547290187906,7.527160627139904,0.43230595826626367
43.466068965724254,36.77229434500272,8.319731595556863,0.4378671166144279
44.02569936607669,37.245741663700876,9.125206707606713,0.4431096441589001
36.79292707843411,31.126816308355256,8.209697801328698,0.3699575029977478
37.375290182131934,31.619495494083615,8.93250747707862,0.3754259694283553
37.94766156805889,32.10372168657782,9.671246158081566,0.38075600822925904
38.50898018626311,32.57859723757859,10.425151116025146,0.385936313246241
39.058162809449655,33.043205736794405,11.193385943339104,0.3909554708936437
32.29557783587706,27.322058849151993,9.767636038571839,0.32284234240665255
32.8581875522045,27.798026669165004,10.459007534273331,0.32801461085453165
33.413965352697204,28.268214688381835,11.165944801910825,0.33308117569460133
33.9607813124975,28.730820990372887,11.887377184766782,0.33802022895377093
34.49650067811361,29.184039573684114,12.622097115618383,0.34281009683344066
35.018960976130664,29.62604098580654,13.368750994845202,0.3474290267340978
25.455460187583,21.53531931869522,10.121600079786754,0.2521151598515586
25.736546550829374,21.77311838200165,10.641611609203306,0.254445326795983
22.920256379020962,19.390536896651735,9.2589813681512,0.8249497051521373
23.181783930881423,19.61178920552568,9.438173555159233,0.8332825989217008
23.329812749319604,19.737021585924385,9.572455469173324,0.837510974392323
23.448979561194523,19.837836708770567,9.695742691411612,0.8406850936442699
23.568134489242677,19.938641777899303,9.819781075615404,0.8438419625980367
23.68727459031537,20.0394343034068,9.944569273065621,0.8469814488203128
23.806396892677643,20.140211771205287,10.070105885602638,0.85010342060603
23.925498395109994,20.240971642263055,10.19638946479001,0.8532077469547358
24.044576066009984,20.341711351844445,10.323418511061051,0.856294297547048
24.16362684249396,20.44242830874989,10.451191472848377,0.8593629427211984
24.282647629497703,20.543119894555055,10.579706745695848,0.8624135534496273
24.4016352988768,20.643783462849772,10.708962671353314,0.8654460013156668
24.52058668850569,20.744416338475816,10.838957536853606,0.8684601584902722
24.639498601375994,20.84501581676409,10.969689573572095,0.8714558977088328
24.75836780469315,20.945579162770404,11.101156956268307,0.8744330922480313
24.87719102897161,21.04610361050998,11.233357802109694,0.877391615902762
24.99596496712829,21.146586362190533,11.366290169677402,0.8803313429631042
25.114686273574137,21.24702458744372,11.499952057953903,0.8832521481913491
25.23335156330334,21.347415422554626,11.63434140529226,0.8861539067990678
25.351957410980333,21.44775596968936,11.769456088367026,0.8890364944242314
25.47050035002406,21.548043296120355,11.905293921106484,0.8918997871083642
25.588976871689837,21.6482744334496,12.04185265360633,0.8947436612737543
25.707383424147817,21.748446376829055,12.179129971024256,0.8975679937006819
25.82571641155847,21.848556084178465,12.317123492455597,0.9003726615046914
25.943972193144855,21.948600475400546,12.455830769789799,0.903157542113899
26.06214708226105,22.048576431592846,12.5952492865474,0.9059225132463204
26.180237345457233,22.14848079425682,12.735376456697656,0.9086674528872424
26.29823920154016,22.248310364502974,12.87620962345608,0.91139223926659
26.416148820630394,22.348061902253313,13.01774605806254,0.9140967508363549
26.533962323214396,22.44773212543938,13.159982958538823,0.9167808662480098
26.651675779192516,22.547317709196868,13.302917448426138,0.9194444643299587
26.769285206922163,22.64681528505615,13.446546575502076,0.922087424064999
26.886786572256185,22.746221440128732,13.590867310476908,0.9247096245678
27.004175787575708,22.84553271628905,13.735876545668782,0.9273109450623784
27.12144871081838,22.94474560935235,13.881571093658165,0.9298912648596079
27.238601144500485,23.04385656824741,14.027947685920603,0.9324504633347117
27.35562883473367,23.14286199418468,14.175002971438111,0.9349884199047732
27.47252747023575,23.241758239819443,14.322733515288725,0.9375050140062438
27.58929268133556,23.340541608409882,14.471135797214124,0.9400001250724592
27.70592003897114,23.439208352969583,14.620206210164772,0.9424736325111375
27.82240505368208,23.537754675415037,14.769941058822932,0.9449254156818976
27.938743174594602,23.63617672570703,14.920336558102564,0.9473553538737489
28.05492978840037,23.73447060098671,15.071388831626562,0.9497633262825939
28.170960218327572,23.832632344705125,15.2230939101804,0.9521492119886988
28.286829723105676,23.930657945747402,15.375447730142707,0.9545128899341822
28.402533495921695,24.028543337549753,15.528446131891531,0.9568542389004552
28.518066663369968,24.12628439721099,15.682084858187148,0.9591731374856846
28.633424284392913,24.2238769445964,15.836359552529903,0.961469464082197
28.748601349215054,24.321316741435936,15.991265757494132,0.9637430968539098
28.863592778267613,24.4185994904144,16.146798913036527,0.9659939137136972
28.97839342110567,24.515720834255397,16.302954354779846,0.9682217923007675
29.092998055316055,24.612676354797383,16.45972731227076,0.9704266099579942
29.207401385416844,24.70946157206265,16.617112907212142,0.9726082437092327
29.321598041747475,24.80607194331836,16.775106151669057,0.9747665702365971
29.4355825793501,24.902502862130184,16.93370194624854,0.9769014658577195
29.549349476841304,24.998749657407743,17.092895078252557,0.9790128065029738
29.662893135273904,25.09480759244172,17.252680219803697,0.9811004676926504
29.776207876989584,25.190671863933186,17.413051925943833,0.9831643245141178
29.889287944461024,25.286337601014026,17.574004632704764,0.985204251598933
30.002127499123908,25.381799864258827,17.735532655150873,0.9872201230999124
30.114720620198508,25.47705364468794,17.897630185393293,0.9892118126681619
30.22706130350077,25.572093862761648,18.060291290575435,0.9911791934300707
30.339143460242305,25.66691536736499,18.223509910829165,0.9931221379642479
30.4509609158196,25.76151293478338,18.387279857201662,0.9950405182784239
