l,/,1,0,0
k,g,/,1,0,0
k,g,/,h
s,f,c
31.890274341255612,26.979172092702246,1.4733684080328115,0.4909092302748712
31.823993846865317,26.92309879444806,1.5349216078737158,0.4895963313050361
31.75831103157192,26.867531132709843,1.596235696419744,0.488315244918589
31.693189626430048,26.81243842395982,1.6573124176642202,0.4870626494468903
31.62859862058095,26.757794433011483,1.7181535066725022,0.4858357235388375
31.564511299209382,26.703576559131136,1.7787606887478837,0.48463205482045874
31.500904485764433,26.64976519495671,1.8391356788031648,0.48344956786675874
31.43775793956859,26.596343216875027,1.8992801808882767,0.4822864668840758
31.37505387286399,26.543295576442937,1.959195887837518,0.48114118971312964
31.312776560545693,26.490608970221654,2.018884481009234,0.4800123706272109
31.25091202246759,26.43827157100758,2.0783476300975643,0.47889881002400864
31.189447763044956,26.38627280753603,2.1375869930007725,0.47779944956533454
31.128372556445072,26.33460318275253,2.196604215734283,0.4767133516554365
31.06767626831469,26.283254122994226,2.255400932379256,0.47563968239944987
31.007349706990137,26.232217852113656,2.3139787650595824,0.47457769737233213
30.947384498650546,26.18148728585836,2.3723393239416595,0.4735267296719312
30.887772982033496,26.131055942800337,2.430484207252566,0.47248617983958935
30.828508119224654,26.080917868864056,2.488415001313071,0.4714555073162886
30.769583419726644,26.03106757308874,2.546133280582686,0.4704342231681476
30.710992875554222,25.981499972718872,2.603640607714493,0.4694218838665294
30.652730905529214,25.932210346077714,2.660938533617891,0.46841808594856355
30.594792307286806,25.883194291964635,2.7180285975278053,0.46742246141601357
30.537172215773406,25.834447694544302,2.7749123270790994,0.4664346737560256
30.479866067232354,25.78596669287857,2.8315912383852195,0.46545441448783337
30.422869567847226,25.737747654398753,2.8880668361202413,0.46448140015603806
30.366178666352564,25.68978715173427,2.944340613603612,0.46351536970448126
30.309789530037314,25.64208194241157,3.000414052887066,0.4625560821756508
30.25369852365837,25.594628951014982,3.0562886248431966,0.4616033146894667
30.197902190859498,25.547425253467136,3.1119657892553243,0.46065686066263545
30.142397237753297,25.500468063139287,3.1674469949083037,0.45971652823579434
30.087180518376847,25.45375471854681,3.222733679680017,0.45878213888068203
30.03224902177479,25.40728267242147,3.2778272706333023,0.45785352616372604
29.97759986050002,25.361049481983017,3.332729184108126,0.45693053464591493
29.92323026035253,25.31505280025824,3.387440825813834,0.45601301890173085
29.86913755120254,25.26929036831735,3.4419635909213384,0.4551008426423603
29.81531915876543,25.22376000831555,3.4962988641551225,0.45419387793046406
29.76177259721419,25.178459617243202,3.550448019884969,0.45329200447553025
29.708495462530724,25.13338716130099,3.604412422217309,0.4523951090003093
29.65548542651008,25.088540670827527,3.658193425086136,0.45150308467009503
29.602740231343233,25.043918235716376,3.7117923723434156,0.4506158305776834
29.550257684713614,24.999518001267717,3.7652105978489545,0.44973325127776503
29.49803565535023,24.955338164426294,3.8184494255596433,0.44885525636528867
29.446072068988244,24.911376970364053,3.871510169618096,0.44798176009302076
29.399694390064774,24.872141453994796,3.9251056654160275,0.447193746918902
28.34255239070504,23.977799322536463,3.8415150646131395,0.4310344380537465
28.31685445936901,23.956058872626183,3.8955265395626797,0.430564526897227
28.291019037111372,23.93420210539622,3.9494144666772946,0.43009276513148564
28.26504689231642,23.91222967089969,4.00317811729854,0.4296191299498015
28.238938772196107,23.890142201277907,4.056816765966851,0.4291436003870087
28.212695400594978,23.86794030890335,4.110329689886805,0.4286661571362799
28.186317476015954,23.845624584709498,4.16371616839826,0.4281867823817125
28.159805669842772,23.823195596686983,4.216975482452893,0.4277054596451641
28.13316062473798,23.80065388852833,4.270106914095735,0.4272221736459601
28.10638295319693,23.777999978404605,4.323109745951177,0.4267369101722278
28.079473236241213,23.755234357860065,4.37598326071309,0.4262496559627582
28.05243202223575,23.73235749081144,4.428726740638561,0.42576039859839954
28.0252598258164,23.709369812640674,4.4813394670448785,0.42526912640209724
27.997957126915466,23.686271729370482,4.533820719809311,0.4247758283467789
27.97052436987425,23.663063616913615,4.586169776871293,0.4242804939703638
27.942961962632722,23.639745820387283,4.6383859137365855,0.42378311329725166
27.91527027598736,23.616318653485305,4.690468402983034,0.42328367676570333
27.887449642909186,23.59278239790117,4.742416513767516,0.42278217516058786
27.859500357914715,23.56913730279585,4.794229511333684,0.42227859955101404
27.831422676483086,23.54538358430469,4.84590665652009,0.4217729412324159
27.80321681451367,23.521521425078564,4.897447205268334,0.42126519167269894
27.774882947818554,23.497550973854498,4.948850408130828,0.42075534246209084
27.746421211644936,23.473472345051615,5.000115509777757,0.42024338526636795
27.717831700223257,23.449285618388874,5.051241748502918,0.4197293117831701
27.689114466336513,23.42499083852069,5.102228355727959,0.41921311370112546
27.660269520907416,23.400588014687674,5.1530745555046895,0.4186947826615476
27.631296832599716,23.37607712037936,5.20377956401503,0.4181743102224728
27.602196327430686,23.35145809300636,5.254342589068238,0.4176516878248389
27.572967888391737,23.326730833579408,5.304762829594968,0.41712690676061176
